user,gesture,iteration,x,y,z
0,11,7,"[-1.4157995095261744, -1.5002199029125975, -1.7253407682955055, -1.5002199029125975, -0.3746152087029498, -0.14949434332004197, -0.17763447444884975, -0.036933818804810836, 1.3982119505266135, 1.0042502983708592, 0.8072695641167593, 0.6665689084727202, 0.7509893018591436, 0.6947090396015281, 0.8072695641167593, 0.7509893018591436]","[0.8483679110758111, 0.6667773759229637, -0.24117470729503634, -2.1478741413074602, 0.4851868407701159, 2.5734768099353875, 0.5759821083465397, -0.7859460164804603, 0.9391631786522351, 0.031210799161115927, -0.5135605100243079, -0.5135605100243079, -0.5589581438125198, -0.5589581438125198, -0.422765242447884, -0.3773676086596721]","[-0.28503751229042884, -0.32241924515264003, -0.4719471524474879, -0.24765529150521598, 1.023330944654989, -0.13550960499558096, -1.7803156093929058, -1.4064960851172867, 2.855046589209373, 1.0607129214787008, -0.023363674524444766, -0.13550960499558096, -0.13550960499558096, -0.023363674524444766, -0.023363674524444766, 0.05140027912297907]"
0,11,8,"[-1.8934285433922668, -1.666931075667081, -2.0228554566404884, -2.2169961432620764, -1.861071762288669, -0.7285850571612509, -0.7932986193684468, -0.5344443705396631, -0.7609418382648488, 0.5656855534841568, 1.1157504099129818, 0.7274692478359766, 0.6951124667323785, 0.7274692478359766, 0.6951124667323785, 0.5009719912769609, 0.5980421234215847, 0.5656855534841568, 0.5656855534841568, 0.6303989045251825, 0.5009719912769609, 0.5656855534841568, 0.5009719912769609, 0.533328772380559, 0.5656855534841568, 0.5980421234215847, 0.533328772380559, 0.6303989045251825, 0.6627556856287806]","[1.6467854413937033, 2.0748229616677656, 0.7907100017809484, -0.5545512322971107, 0.17922765893316067, 2.3805643326239743, 2.6251570303243117, 1.0353030985459155, -0.004217163640564625, 0.17922765893316067, 0.4849686308247395, -0.06536543783180643, -0.43225468391462707, -0.6768477806795943, -0.37110640972338527, -0.7379960548708359, -0.8602926032533194, -0.5545512322971107, -0.6768477806795943, -0.6768477806795943, -0.5545512322971107, -0.6768477806795943, -0.7379960548708359, -0.8602926032533194, -0.6768477806795943, -0.5545512322971107, -0.5545512322971107, -0.6768477806795943, -0.49340295810586887]","[-0.8296559944800017, -0.8872155123384604, -0.13893764807015763, -0.3116169529379591, 0.2064213373116583, 0.9546995772261744, -1.2901347668711602, -2.3837719921674916, -0.8872155123384604, 2.0483368025225057, 3.7175725872193377, 0.2639812308163295, -0.13893764807015763, -0.2540574350795001, 0.14886181945319932, 0.033742032443856804, -0.19649754157482888, -0.023817861060814453, 0.033742032443856804, -0.023817861060814453, -0.023817861060814453, -0.13893764807015763, 0.033742032443856804, -0.08137737891927342, -0.08137737891927342, -0.023817861060814453, 0.09130192594852805, -0.023817861060814453, 0.2064213373116583]"
0,11,9,"[-1.421386764977569, -1.421386764977569, -1.8365685616825957, -1.8088897631931395, -0.4803083388833202, -0.31423554794658354, -0.0928053406677494, 0.10094606812162862, 0.820594467573858, 1.014345876363236, 0.7929156690844019, 0.820594467573858, 0.7375580721054897, 0.6545218572739361, 0.9036308630422264, 0.7929156690844019, 0.7375580721054897]","[1.0770696871229144, 1.1736934128833263, 0.1108330601026015, -1.1935862917872506, 0.5456395107325521, 2.7196720791742073, 1.0287578242427085, -0.13072625429842788, -1.2418984699593585, -0.3239733905273492, -0.8070917040375057, -0.6138445678085843, -0.8554035669177115, -0.6621564306887902, 0.06252119722239562, -0.3722852534075551, -0.5172208420481726]","[-0.4158670383670563, -0.62627609553994, -0.45794884980163314, -0.62627609553994, 0.7203410464661163, -0.20545825582763907, -1.9308114261114202, -0.6683576323410504, 2.6140214624882048, 2.024876651671063, 0.004951075978711155, -0.12129463295848554, -0.1633761697595959, -0.1633761697595959, -0.12129463295848554, 0.2574413953192385, -0.12129463295848554]"
0,11,10,"[-1.2704408406077166, -1.2704408406077166, -1.4250769378680668, -1.4766223036215167, -1.5539401840545304, 0.275919122812817, -0.23953419832736086, -0.08489826926417215, -0.11067095214089721, 1.177962518906709, 1.126417153153259, 0.8944631754598951, 0.8944631754598951, 0.9202358583366201, 0.22437375705936688, 0.9460085412133451, 0.9717812240900703]","[0.9807593690682521, 0.8915996551302569, 0.22289990950407731, -0.7578595622478607, -0.8024395646854134, 2.2289988554455062, 1.8277791244446424, 1.0699193739433575, -0.5795398434347601, -1.1590792932487244, -0.7578595622478607, -0.5795398434347601, -0.3120598288094444, -0.40121983368454955, -1.203659295686277, -0.3120598288094444, -0.35663983124699705]","[-0.6228605652996672, -0.46120203354172995, -0.7845188333044447, -0.582445668607023, 0.629992528318028, 1.2362114949039733, -0.38037276766276124, -1.592810964587812, -1.2694941648250972, 2.489064324768509, 1.7211868264246255, 0.06418793091840677, -0.1782996029653395, -0.0974706008395307, -0.05705596790004645, 0.023773297978922518, -0.13788523377901496]"
0,11,11,"[-1.3895344838944104, -1.3895344838944104, -1.5549918429709397, -1.5825680694836946, -1.0586201256761751, -0.39679104930488157, -0.06587651111923472, -0.7552818140032833, 0.15473312101539266, 1.175052962085088, 1.0371718295213137, 0.7614097443611766, 0.8165621973866863, 0.8992908769249509, 0.8717146504121961, 0.8717146504121961, 0.7062574713030784, 0.8992908769249509]","[1.2878343974508377, 1.0279576615782255, -0.47932869544635337, -0.21945162037283925, 1.1319084916076314, 2.2233915285145875, 1.8595639626125695, -0.9471070913777772, -1.2069838272503897, -1.1550084122356865, -0.37537786541694773, -0.21945162037283925, -0.47932869544635337, -0.47932869544635337, -0.42735328043165066, -0.42735328043165066, -0.5313037712601544, -0.5832791862748571]","[-0.5911621298075443, -0.6568468505889657, -0.6568468505889657, 0.328423532462056, 0.6568467076988663, -0.5254774090261233, -1.445063071295724, -1.5107477920771455, 0.6568467076988663, 2.758756486693457, 1.8391712530941524, -0.13136951300789199, -0.26273895457073443, -0.19705380511901735, -0.06568479222647094, 0.06568507800666754, -0.19705380511901735, -0.06568479222647094]"
0,11,12,"[-1.3072337737582018, -1.2772836561710057, -1.337183891345398, -2.085936440105596, -0.9478325581717005, -0.01937949934817695, 0.010570618239019117, -0.13917996969696123, -0.04932961693537301, 1.118724382585719, 1.0588241474113267, 0.9689737946497387, 0.8192234021736097, 0.8192234021736097, 0.8192234021736097, 0.9689737946497387, 0.5796224614760414]","[0.6526870927922288, 0.5553568065746928, 0.26336499512655803, -1.2939237131346342, -1.3425890150426565, 2.4533023105935334, 2.01531491101984, 0.31203029703458046, -0.6126098040208285, 0.5066915046666702, -0.46661421589526997, -0.22328770635515777, -0.46661421589526997, -0.5152795178032924, -0.5639445021128061, -0.5152795178032924, -0.7586057097448959]","[-0.5620680399685384, -0.39732386660275193, -0.2737657365784122, 0.1380941592610079, 0.7558845405951842, -0.5620680399685384, -1.7152764471664745, -2.085950837239494, 0.6323264105708447, 2.5680693724687433, 1.0441868439853106, 0.34402437596824137, -0.0678357886587019, 0.055722341365637584, 0.09690811591956142, 0.1380941592610079, -0.10902156321262575]"
0,11,13,"[-1.2736660158212247, -1.1878515885577747, -1.2164563976455913, -1.2736660158212247, -1.7313427745461647, -1.130642157062268, -0.4155223032271048, -0.1866838305245717, -0.1866838305245717, 0.013549646410018391, 0.6714598820695483, 0.9575077862675884, 1.0147174044432217, 0.9289029771797717, 0.9289029771797717, 0.9575077862675884, 1.186346072289995, 1.0433222135310383, 0.9002981680919551]","[0.9292829260923231, 0.9810611853562806, 0.9810611853562806, 0.7739481483004513, -1.03828991219537, -1.1418460928090564, 1.6541782178734972, 2.379073509654672, 0.7739481483004513, -0.31339462041419586, -0.7793986158755837, -0.4169511389421105, -0.6240638380837116, -0.7276203566116262, -0.6240638380837116, -0.7793986158755837, -0.520507319555797, -0.882955134403498, -0.6240638380837116]","[-0.4990989079336461, -0.3925496247388481, -0.3925496247388481, -0.33927533082133704, -0.17945140602913964, 0.35329500994485186, 0.19347073747276614, -0.4990989079336461, -2.1506117544133554, -0.7654721159206421, 1.9515328671472736, 2.910476415900459, 0.45984394545976187, 0.03364716036045707, -0.019627481236941954, -0.17945140602913964, -0.33927533082133704, 0.03364716036045707, -0.17945140602913964]"
0,11,14,"[-1.2860205357900325, -1.2253235626101189, -1.4681120495107494, -1.4984604370705434, -0.9218377064089237, -0.4059121469875432, 0.07966502487404335, -0.1631236600869127, 0.14036219611428236, 1.2329104861972824, 0.8080306836362604, 0.6866363411557824, 0.8383792692563798, 1.718487658058869, 0.6866363411557824, 0.777682098016141]","[1.2242571388217525, 1.128705319546704, 0.12541184074704487, -1.355640734427857, 0.3165151675029669, 1.9886710694337906, 0.8420498617215586, 0.17318775038456913, -0.6867783112966923, -0.8778819498467891, -1.0212093669651872, -0.6867783112966923, -0.7345542209342165, 1.319808646302626, -0.8778819498467891, -0.8778819498467891]","[-0.7574435272724331, -0.6693045897153707, -0.3608185958709275, 0.8290561983335898, 0.47650073571061496, -0.8896516460027513, -1.638832327632507, -0.933721402386558, 1.049403542226246, 2.7240427805998824, 0.30022314820176577, -0.3608185958709275, -0.3167491270923964, 0.8290561983335898, -0.0523326020264844, -0.22861018953533357]"
0,11,15,"[-1.3704389413779148, -1.2916591734694516, -1.685557841634791, -1.7118175928939696, -0.6614213729556985, -0.293782798803489, -0.2412629535311803, 0.5727943054356532, 0.7566135925117581, 1.2030319345724305, 0.7303536698756037, 0.6778338246032949, 0.8353933604202212, 0.9141729569517083, 0.7828735151479124, 0.7828735151479124]","[1.300394171509186, 1.081380295943519, -0.2327022427885213, -0.6707296365888744, 0.8076133088174163, 2.340709365784143, 0.8623667777088331, -0.561222698806041, -0.6159761676974578, -1.3277709059548946, -0.6159761676974578, -0.9992500926063939, -0.6707296365888744, 0.6981063710345827, -0.6159761676974578, -0.780236574371708]","[-0.5631049277641498, -0.4396846218111837, 0.012856231528656654, 0.09513643549730037, 0.3831168808998528, -0.4808247237955058, -2.085287627233257, 0.2596968434345883, 1.8641597468723399, 2.4812610081494677, 0.012856231528656654, -0.39854451982686184, -0.15170417640863126, -0.9333655771353461, -0.0282836019679641, -0.0282836019679641]"
0,11,16,"[-1.4068617915906874, -1.3253045412834865, -1.7330904379813066, -1.5699762922050895, -0.5641040706735546, -0.34661806985435206, -0.3738038199567524, 0.6320684015747824, 1.0398542982726025, 0.9854829754868942, 0.7408112245652914, 0.7679969746676916, 0.8223684748724921, 0.5505111512675813, 1.0670400483750029, 0.7136254744628908]","[1.1988227376967466, 0.7111660787848848, -0.6434360265599327, -0.9143562354597409, 2.3908725055325237, 1.6864793966086085, 0.8737184162939249, -0.6434360265599327, -0.535067801553906, -0.31833135154185227, -0.7518042515659595, -0.48088368905089257, -0.3725154640448657, -0.535067801553906, -0.6434360265599327, -1.0227244604657677]","[-0.47911921652598116, -0.3353833636263726, -0.2874714126598366, -0.19164782340876954, 0.6707669813068754, -0.910326462542801, -2.203948513275266, -0.3832953145929089, 2.3955962780561606, 1.8685648174242628, -0.04791197050916127, -0.04791197050916127, 0.09582388239044727, -0.04791197050916127, -1.9542625272292642e-08, -0.09582392147569727]"
0,11,17,"[-1.1572390599948272, -1.1572390599948272, -1.1572390599948272, -2.091034044618526, -0.8104008382774419, -0.3835229867519666, -0.33016323354657334, -0.1167243948426712, 0.6036319251947961, 0.9237902703094848, 1.0038297259999036, 0.8704305171040915, 0.8170707638986983, 0.8437506405013949, 0.9504699727945106, 1.1905888622187801]","[1.0683925431380663, 0.7863088892814473, 0.6170584760557514, -1.4139453780939768, -0.5112768757431395, 2.027477849897469, 1.9710610454889037, 0.3913912584214901, -0.7369440933774009, -0.34202683070365125, -0.5112768757431395, -0.5112768757431395, -0.3984436351122166, -0.5676936801517048, -0.7933608977859662, -1.0754449198287925]","[-0.3154859601717519, -0.37220217545645995, -0.20205278931707146, -0.37220217545645995, 0.5352624510957211, -0.20205278931707146, -1.563250099287975, -1.9035492417093847, 1.1024279352264923, 2.236758903488034, 1.6695937894998958, 0.08153013781963026, -0.2587693747444117, 0.024813552392290036, -0.20205278931707146, -0.2587693747444117]"
0,11,18,"[-2.192534257787272, -2.3929386675548803, -2.6735049458596847, -2.5532624046292733, -1.7115633081394774, -1.1504304899544864, -0.9099451459182801, -0.3488123277332892, 1.2544239967091053, 0.7734533086366928, 0.6532105058308986, 0.4928867687565061, 0.4928867687565061, 0.5329677030251043, 0.6131295715623005, 0.41272516179469226, 0.4928867687565061, 0.41272516179469226, 0.45280583448790807, 0.5730486372937024, 0.41272516179469226, 0.3726442275260943, 0.45280583448790807, 0.3325632932574962, 0.41272516179469226, 0.3726442275260943, 0.2924823589888981, 0.41272516179469226, 0.45280583448790807, 0.4928867687565061, 0.41272516179469226, 0.41272516179469226, 0.3726442275260943, 0.3726442275260943, 0.41272516179469226, 0.41272516179469226, 0.3726442275260943]","[1.55928368088452, 1.6811281044793394, 0.4017582772136074, -1.8523693243543, 3.447877216486763, 2.655886276372118, 1.498361270291809, -0.20746543112290297, -2.0960589667251455, -0.451154675903145, -0.6948443182739906, -0.3293102523083258, -0.14654302053019155, -0.024698199344768895, -0.39023266290103703, -0.451154675903145, -0.39023266290103703, -0.3293102523083258, -0.14654302053019155, -0.39023266290103703, -0.26838784171561436, -0.5120770864958563, -0.39023266290103703, -0.14654302053019155, -0.26838784171561436, -0.20746543112290297, -0.20746543112290297, -0.0856206099374803, -0.20746543112290297, -0.0856206099374803, -0.26838784171561436, -0.14654302053019155, -0.0856206099374803, -0.20746543112290297, -0.0856206099374803, 0.03622421124794252, -0.20746543112290297]","[-0.37638197621101926, -0.12007301713590574, 0.22167300506290497, 0.22167300506290497, 0.3925454585883161, -1.6579290018825645, -3.1957849866292243, -0.03463595401220859, 2.0158385064586724, 4.2371859780289585, -0.03463595401220859, -0.8035645039595324, -0.20550952268560818, 0.3071095106126074, 0.13623649951320252, -0.12007301713590574, -0.20550952268560818, -0.46181903933471596, 0.05079999396350011, 0.13623649951320252, -0.20550952268560818, -0.20550952268560818, 0.05079999396350011, -0.37638197621101926, 0.3925454585883161, 0.05079999396350011, 0.05079999396350011, -0.12007301713590574, -0.03463595401220859, -0.03463595401220859, -0.12007301713590574, -0.12007301713590574, -0.03463595401220859, -0.12007301713590574, -0.03463595401220859, 0.13623649951320252, 0.22167300506290497]"
0,11,19,"[-1.3186480684330701, -1.2293371881235542, -1.2888777749965648, -1.8545129617175933, -1.3484183618695755, -0.12783710811800192, -0.2171479884275181, 0.14009533852425976, 0.6461901326585644, 1.1522847325065826, 1.0927441456335718, 0.82481169899131, 0.9736631661738371, 0.7950414055548047, 0.021014359064525, 1.0034334596103425, 0.7355010129680807]","[0.9591200010327154, 0.8015833005545803, 0.6046626819851182, -0.6556304077835492, -2.1916122093325394, 1.7468029893669776, 1.9043396898451124, 0.5652785068655845, -0.06486803801874932, 0.4471259815069831, -0.4587095321858804, -0.5374778824249479, -0.37994118194681276, -0.5768620575444817, -0.9707035517116127, -0.6556304077835492, -0.5374778824249479]","[-0.49515126046254415, -0.04420991645245366, -0.15694531376593224, 0.030947015089865092, -0.3448373973779064, 0.519466579627292, -0.9085141387014752, -2.2613381707317473, 0.6322022221845935, 3.0372225600758607, 0.7073589084830898, -0.30725917685056997, -0.1945237795370916, -0.1945237795370916, 0.14368241240334365, 0.10610370138836092, -0.2696804658355874]"
0,12,0,"[-0.643926216892514, -0.6169711524524815, -0.5361059591323843, 0.434275832967993, 0.35341063964789576, 0.892511576621351, 1.458567753948435, 1.2698823028682085, 2.024623755361923, 1.485522642474871, 0.13777030004123292, -0.6169711524524815, -0.8595665564991769, -0.9943417027857424, -0.9673868142593062, -0.7787013631790797, -0.9673868142593062, -1.0752070720194358]","[1.568584727308925, 1.4484381223294494, 1.388364623814486, 0.8477035292302673, -0.834353645087803, -1.1947946361775825, -1.8556027277917277, -1.0145741406326927, -0.5339861525129865, -1.1947946361775825, -0.834353645087803, -0.05339855644373105, 0.3671155411105611, 0.6674830336853774, 0.4872625381404877, -0.47391304604847395, 0.6674830336853774, 0.5473360366554509]","[-0.10517627001516913, -0.10517627001516913, -0.19866634053397447, -0.759606306047051, -0.9232139294549601, 0.455763848031159, 2.395681591030355, 1.5308990488644127, 1.9749767312954865, 0.4090188127717565, -1.460781529871587, -0.9232139294549601, -0.36227381140863196, -0.3389012937789306, -0.3155287761492293, -0.8530963765658561, -0.17529382290427306, -0.245411375793377]"
0,12,1,"[-0.485572553889548, -0.40081802750623763, 0.3619721568202807, 0.9270021483345917, 1.1247625255212244, 1.7462953502499836, 1.6332893150722367, 1.2095170519045346, 0.3054693236058323, -0.5420755714784217, -0.9093448170572499, -1.0223508522349969, -0.9093448170572499, -0.9658478346461236, -1.0223508522349969, -1.050602545403859]","[1.5628657843001088, 1.797112789791279, 0.9772486527567003, -0.07686210758453169, -0.31110911307570194, -0.8967262446191104, -0.13542385895732428, -1.7751521330264821, -2.185084010451513, -0.31110911307570194, 0.2745080184677066, 0.0988227643493289, 0.33306976984049913, 0.15738451572212148, 0.4501932725860843, 0.04026101297653633]","[-0.15088931076379858, -0.30022315204771705, -0.673557430397682, -0.8228912716816007, 0.9442248755986081, 2.5620071815948986, 1.914894194224416, 0.620668381913367, -1.1464476029369262, -1.1464476029369262, -0.4246678573544002, -0.44955683090171994, -0.2006672578584381, -0.12600033721647874, -0.32511196316512114, -0.27533401607048164]"
0,12,2,"[-0.5090051694784347, -0.39960699448336945, 0.42087878251550354, 0.940519935254025, 0.940519935254025, 1.761005712252898, 1.678957081006599, 1.596908628248339, 0.776422672761427, -0.07141264798621241, -0.5090051694784347, -0.8918984249850853, -0.9192479687338516, -0.8645490597243581, -0.9465975124826179, -1.0012965999801509, -1.0559956874776832, -0.9465975124826179]","[1.9226405098919122, 1.5613930403436622, 0.6943984533085412, -0.9673411325492904, -0.38934489836381003, -1.4008386618237514, 0.6221488650961312, -0.10034654551416941, -1.9788348960092312, -1.689836543159591, -0.38934489836381003, 0.11640221912306108, 0.044152630910650914, 0.549899276883721, 0.1886518073354712, 0.11640221912306108, 0.6943984533085412, 0.4054001004589006]","[-0.1133923441578859, -0.2897803701027573, -0.6929532122679606, -0.6425565864412203, 0.46616852395218894, 2.8852050835972487, 1.448902234227467, 1.574893634345598, 0.06299584623570552, -1.4992987321496474, -0.9449361769529427, -0.34017699592949774, -0.34017699592949774, -0.3149788474648475, -0.21418559581136676, -0.39057362175623817, -0.34017699592949774, -0.3149788474648475]"
0,12,3,"[-0.6861520991562566, -0.6332516188443388, 0.18670815635479054, 0.4776615748584729, 0.5834627081018939, 2.0646801270860577, 1.3505218303695201, 1.6943757291851202, 1.0860187383315891, -0.07779510830272571, -0.5274503129813324, -0.8977547108822695, -0.9771056902795244, -1.030006170591442, -0.8977547108822695, -0.8977547108822695, -0.8184037314850148]","[1.5467673793915984, 1.5467673793915984, 1.3490601737345695, -0.6939129944486289, -0.6280105925629526, -1.6165461907571745, 0.3605245755403475, 0.6900365849687288, -1.682448592642851, -1.7483509945285272, -0.2984990132254932, 0.2946221736546712, 0.03101299620288815, 0.228719771768995, 0.3605245755403475, 0.228719771768995, 0.03101299620288815]","[-0.13744823860155575, -0.16284629350090435, -0.49302084144016517, -0.8739913334258512, -0.11205018370220697, 2.453152035113833, 1.6404146098392194, 1.589618500040522, 0.4721047474782683, -1.6867287587004647, -1.051777717721292, -0.44222473164146775, -0.31523445714472437, -0.2390404581989505, -0.061254073903509745, -0.264438347346027, -0.31523445714472437]"
0,12,4,"[-0.47345033967218836, -0.5005908179777396, -0.2563266903514181, 0.5036063479567383, 0.9378538237219193, 0.7478704755830599, 1.6977866849064356, 2.0234722474494107, 1.5349439921967678, 0.5307468262622896, -0.283466991533329, -0.7719954239096126, -0.9348381166192801, -0.8262762033970747, -0.8805571600081775, -1.179102421369242, -0.8805571600081775, -0.9891190732303828]","[1.143398733928845, 0.9890398343322759, 1.143398733928845, -0.0914717912610886, 0.3201516052051195, 0.0628867725441711, -0.7089070538560553, 0.4230575382694988, -1.0176248530491934, -1.8408716459816097, -1.069077819581383, -0.4516425569864163, -0.503095523518606, -0.40018959045422664, -0.40018959045422664, 2.6869867225206074, -0.19437772432546793, -0.0914717912610886]","[-0.10773709429684541, -0.21547427648271844, -0.3770798739834732, -0.8349627224953786, -0.7272255403095057, 1.1851082130433568, 2.6934280605333596, 1.6699253571017303, 0.915765433356729, -0.8618970180418469, -1.5352538793693888, -0.7272255403095057, -0.3501455784370049, -0.21547427648271844, -0.3501455784370049, 0.43094846507641005, -0.3501455784370049, -0.24240857202918661]"
0,12,5,"[-0.6069327864407555, -0.6069327864407555, -0.0058080100538388975, 0.3862299395016249, 0.4907734382010596, 1.9543815671560634, 1.7452945697571938, 1.9282455219137882, 1.0918982145879763, -0.1626230875355745, -0.34557421025958535, -0.7637478639224913, -0.8682913626219261, -0.8160196132722085, -0.7637478639224913, -0.8421554879470674, -0.8421554879470674, -0.9728346907539441]","[1.4150973020551678, 1.4561807954670698, 1.3740138086432658, 1.086429622878215, -0.2693251234780244, -2.118081254540561, -1.2142449357152436, -0.8444934950081255, -1.9537472808929528, -0.02282416300661227, 0.38801050299414436, 0.10042631722909384, -0.02282416300661227, 0.14150981064099583, 0.14150981064099583, 0.05934282381719181, 0.14150981064099583, 0.14150981064099583]","[-0.07676917722518593, -0.04967415269547315, -0.40190929475473924, -0.8083344858734309, -0.6457643386951539, 1.4676463368334418, 2.5243515861842387, 1.6302164840117184, -0.04967415269547315, -2.0276098824025053, -1.160569627932697, -0.2122442998737503, -0.10386420175489887, -0.04967415269547315, 0.031610920893665344, -0.13095922628461165, -0.10386420175489887, 0.16708586671522874]"
0,12,6,"[-0.6257845769871175, -0.5772076674065287, -0.26145791364352355, 0.32146468430189806, 0.6372144380649033, 1.7059056562837465, 1.6816173600042743, 2.0702324781381627, 1.0015409428976751, -0.3829001875949956, -0.5529192126162342, -0.8929574211695339, -0.7958036020083563, -0.7472266924277674, -0.9172457174490061, -0.8686689663792395, -0.7958036020083563]","[1.1815481693941987, 1.1815481693941987, 1.2566372549858094, 0.6183802724795543, -0.245143721779097, -1.9346471675005943, -1.784468996317373, -0.9584895448545271, -1.2213010994027287, -0.5830443619189093, 0.05521262058734568, 0.3180241751355473, 0.20539054674813131, 0.167846003952326, 1.519448809534011, 0.09275716338315097, 0.1303017061789563]","[0.008670242255465407, 0.008670242255465407, -0.2861199182860384, -0.9739640537396975, -0.9493981803076877, 1.310660732545448, 2.588085349403421, 1.3843585131627834, -0.6791737328768874, -1.833769142896118, -0.6791737328768874, -0.08959309115126717, -0.1141589645832768, -0.04046134428724776, 0.6228167574130955, -0.1632907114472962, -0.1141589645832768]"
0,12,7,"[-0.6051271145868893, -0.44683781239763964, 0.2918460569413321, 0.5028985172506407, 0.8722404519201266, 1.821976781568407, 1.6109243212590985, 1.4790164259589507, 0.6348064125507884, -0.3413114961575215, -0.7634165889470665, -1.0799951933255656, -0.9744690492563751, -0.9744690492563751, -0.9480874701963456, -1.0799951933255656]","[1.5976098732638278, 1.701098836194311, 0.9766764333747182, 0.25225436824891395, -1.0413569929945465, -1.9727573216751049, -0.4721680345706786, -0.8343794048273687, -1.6105459514184146, -0.52391251603592, 0.5109764378813332, -0.006468039077293387, 0.3557429934856088, 0.3557429934856088, 0.3039988497141554, 0.40748747495085025]","[-0.045831336793338, -0.11249487528043278, -0.6013615976243409, -1.134670775639464, 0.8652384243876562, 2.6651570089534924, 1.509653886600544, 0.7763536580649542, -0.8013525031250803, -1.5790950423121575, -0.46803437563042405, -0.2902645529455645, -0.2236010144584699, -0.2013797866228624, -0.11249487528043278, -0.24582224229407726]"
0,12,8,"[-0.592301686260964, -0.12469512565811515, 0.4413549890148421, 0.7366854906100843, 1.8195639429209447, 1.5242336019407854, 1.696509660948392, 0.3675223234622608, -0.3461929617007761, -0.7399670173661266, -0.9368539648912605, -0.9368539648912605, -0.9122430763737333, -0.9860757419263145, -1.0106864698287588]","[1.2035936293044611, 1.0151394144119648, 0.6005403876256894, 0.29901388977491206, -2.414725328813735, -1.4724547463056865, -1.4724547463056865, -0.7186383786901348, 0.33670473275341134, 0.675922073582688, 0.4874678586901915, 0.3743955757319106, 0.22363220381791346, 0.5251587016686907, 0.33670473275341134]","[-0.01865668314109528, -0.3824599771498611, -0.9701424460987509, -0.13059608797668948, 2.2481186846863856, 2.2201337878188694, 0.7929049607479184, -0.7462634537930946, -1.3899157164770155, -0.8022332475281257, -0.24253567544675148, -0.15858098484420488, -0.10261119110917388, -0.2145507785792359, -0.10261119110917388]"
0,12,9,"[-0.31672587077408954, -0.1803775703780177, 0.478639635069282, 0.8422352016626388, 0.9104094260135487, 1.5012522588041903, 1.4785276656596351, 1.1376566922108338, 0.20594288597139038, -0.40762483657530274, -0.5666978784216778, -0.7257709202680529, -0.6121473613222844, -2.475575122106919, -0.6348721027725877, -0.6348721027725877]","[1.5449753648350761, 1.594613160085317, 1.098235531528083, -0.14270870183758952, -0.9369127779510937, -1.4829282017585685, -0.7879993922003711, -0.7383619208953052, -0.3908973541436189, -0.2916217636431371, 0.15511806966385597, 0.6018579029708491, 0.6018579029708491, -1.9793058303158024, 0.4529445172201263, 0.7011334934713309]","[-0.09148406427699579, -0.3043922583641281, -0.8366628304243513, -0.8100492844528616, 0.7867624317278081, 2.7295500718530583, 1.5585549175314384, 0.30771895161056434, -1.4753875863705332, -1.2092523003404216, -0.38423272259381175, -0.17132452850667962, -0.17132452850667962, 0.2811054056390747, -0.06487051830550616, -0.14471115621997518]"
0,12,10,"[-0.6108705506943367, -0.5014610079935483, 0.2644066834463569, 0.756750071867098, 0.9482170839805129, 1.6046748757058753, 1.7140845969135408, 1.3037984993985492, 0.18234939254060764, -0.5288132597885875, -0.9390995358104566, -1.0485092570181223, -0.9938043964142894, -0.9664519661123729, -1.185271230020827]","[1.3460486704207038, 1.2295636293875754, 0.957765200310276, -0.012942714763474701, -0.9448225362269554, -2.497955403065575, -1.061307577260084, -0.5565393195173007, -0.9836508832379983, 0.2588554609130519, 0.6859670246337495, 0.45299719596826565, 0.5694819836006213, 0.2976838079240946, 0.2588554609130519]","[0.059934997268259724, -0.1852537895511131, -0.7573610180610302, -0.7846042363514205, 0.8499879721012996, 2.375607307392458, 1.558311292063168, 0.4958263121203651, -1.5201707746036794, -1.5201707746036794, -0.1852537895511131, -0.10352413467994212, 0.059934997268259724, -0.1307673529703324, -0.21249700784150352]"
